fd000004         0000000322f1b2
9bfc300a         10500002000209080322f17f0000000009083000000000000000
9bfc3015         1050000200020908032212080000000009083000000000000000
9bfc3014         1050000200020908032212050000000009083000000000000000
9bfc3011         1050000200020908032212020000000009083000000000000000
9bfc3010         1050000200020908032212010000000009083000000000000000
9bfc3013         1050000200020908032212040000000009083000000000000000
9bfc3012         1050000200020908032212030000000009083000000000000000
9bff7001         00e0e0043101f518
9bfe3045         1050000200020908032203190000000009083000000000000000
9bfe3044         1050000200020908032203180000000009083000000000000000
9bfe3047         10500002000209080322031b0000000009083000000000000000
9bfe3046         10500002000209080322031a0000000009083000000000000000
9bfe3041         1050000200020908032203150000000009083000000000000000
9bfe3040         1050000200020908032203140000000009083000000000000000
9bfe3043         1050000200020908032203170000000009083000000000000000
9bfe3042         1050000200020908032203160000000009083000000000000000
9bfe304d         1050000200020908032201130000000009083000000000000000
9bfe304c         1050000200020908032201120000000009083000000000000000
9bfe304f         1050000200020908032201150000000009083000000000000000
9bfe304e         1050000200020908032201140000000009083000000000000000
9bfe3049         1050000200020908032220010000000009083000000000000000
9bfe3048         1050000200020908032201040000000009083000000000000000
9bfe304b         1050000200020908032223000000000009083000000000000000
9bfe304a         1050000200020908032220000000000009083000000000000000
9bfe3055         1050000200020908032212090000000009083000000000000000
9bfe3054         10500002000209080322011a0000000009083000000000000000
9bfe3057         1050000200020908032201280000000009083000000000000000
9bfe3056         10500002000209080322011e0000000009083000000000000000
9bfe3051         1050000200020908032201170000000009083000000000000000
9bfe3050         1050000200020908032201160000000009083000000000000000
9bfe3053         1050000200020908032201190000000009083000000000000000
9bfe3052         1050000200020908032201180000000009083000000000000000
9bfe305d         10500002000209080322012f0000000009083000000000000000
9bfe305c         10500002000209080322012e0000000009083000000000000000
9bfe305f         1050000200020908032201310000000009083000000000000000
9bfe305e         1050000200020908032201300000000009083000000000000000
9bfe3059         10500002000209080322012a0000000009083000000000000000
9bfe3058         1050000200020908032201290000000009083000000000000000
9bfe305b         10500002000209080322012d0000000009083000000000000000
9bfe305a         10500002000209080322012c0000000009083000000000000000
9bfe3065         1050000200020908032201370000000009083000000000000000
9bfe3064         1050000200020908032201360000000009083000000000000000
9bfe3067         1050000200020908032201390000000009083000000000000000
9bfe3066         1050000200020908032201380000000009083000000000000000
9bfe3061         1050000200020908032201330000000009083000000000000000
9bfe3060         1050000200020908032201320000000009083000000000000000
9bfe3063         1050000200020908032201350000000009083000000000000000
9bfe3062         1050000200020908032201340000000009083000000000000000
9bfe3069         10500002000209080322013b0000000009083000000000000000
9bfe3068         10500002000209080322013a0000000009083000000000000000
9bfe306b         1050000200020908032202040000000009083000000000000000
9bfe306a         10500002000209080322013c0000000009083000000000000000
9bfe3005         10500002000209080322f1890000000009083000000000000000
9bfe3004         10500002000209080322f1870000000009083000000000000000
9bfe3007         10500002000209080322f1990000000009083000000000000000
9bfe3006         10500002000209080322f17f0000000009083000000000000000
9bfe3001         10500002000209080322f1900000000009083000000000000000
9bfe3003         10500002000209080322f1800000000009083000000000000000
9bfe3002         10500002000209080322f1020000000009083000000000000000
9bfe300d         1050000200020908032201250000000009083000000000000000
9bfe300c         1050000200020908032201240000000009083000000000000000
9bfe300f         1050000200020908032201270000000009083000000000000000
9bfe300e         1050000200020908032201260000000009083000000000000000
9bfe3009         1050000200020908032201210000000009083000000000000000
9bfe3008         10500002000209080322011f0000000009083000000000000000
9bfe300b         1050000200020908032201230000000009083000000000000000
9bfe300a         1050000200020908032201220000000009083000000000000000
9bfe3015         10500002000209080322f18a0000000009083000000000000000
9bfe3014         10500002000209080322f1840000000009083000000000000000
9bfe3017         10500002000209080322f18c0000000009083000000000000000
9bfe3016         10500002000209080322f18b0000000009083000000000000000
9bfe3011         10500002000209080322f1010000000009083000000000000000
9bfe3010         10500002000209080322f1000000000009083000000000000000
9bfe3013         10500002000209080322f1810000000009083000000000000000
9bfe3012         10500002000209080322f10d0000000009083000000000000000
9bfe301d         10500002000209080322f1970000000009083000000000000000
9bfe301c         10500002000209080322f1950000000009083000000000000000
9bfe301f         10500002000209080322f19d0000000009083000000000000000
9bfe301e         10500002000209080322f1980000000009083000000000000000
9bfe3019         10500002000209080322f1920000000009083000000000000000
9bfe3018         10500002000209080322f18e0000000009083000000000000000
9bfe301b         10500002000209080322f1940000000009083000000000000000
9bfe301a         10500002000209080322f1930000000009083000000000000000
9bfe3025         1050000200020908032201110000000009083000000000000000
9bfe3024         10500002000209080322010f0000000009083000000000000000
9bfe3027         10500002000209080322011c0000000009083000000000000000
9bfe3026         10500002000209080322011b0000000009083000000000000000
9bfe3021         10500002000209080322f1220000000009083000000000000000
9bfe3020         10500002000209080322f1200000000009083000000000000000
9bfe3023         10500002000209080322010e0000000009083000000000000000
9bfe3022         10500002000209080322031c0000000009083000000000000000
9bfe302d         1050000200020908032221000000000009083000000000000000
9bfe302c         1050000200020908032210000000000009083000000000000000
9bfe302f         1050000200020908032212010000000009083000000000000000
9bfe302e         1050000200020908032212000000000009083000000000000000
9bfe3029         10500002000209080322f18f0000000009083000000000000000
9bfe3028         10500002000209080322011d0000000009083000000000000000
9bfe302b         1050000200020908032202010000000009083000000000000000
9bfe302a         1050000200020908032202000000000009083000000000000000
9bfe3035         1050000200020908032212060000000009083000000000000000
9bfe3034         1050000200020908032212050000000009083000000000000000
9bfe3037         1050000200020908032201010000000009083000000000000000
9bfe3036         1050000200020908032201000000000009083000000000000000
9bfe3031         1050000200020908032212020000000009083000000000000000
9bfe3030         1050000200020908032211000000000009083000000000000000
9bfe3033         1050000200020908032212040000000009083000000000000000
9bfe3032         1050000200020908032212030000000009083000000000000000
9bfe303d         1050000200020908032203110000000009083000000000000000
9bfe303c         1050000200020908032203100000000009083000000000000000
9bfe303f         1050000200020908032203130000000009083000000000000000
9bfe303e         1050000200020908032203120000000009083000000000000000
9bfe3039         10500002000209080322030d0000000009083000000000000000
9bfe3038         1050000200020908032201020000000009083000000000000000
9bfe303b         10500002000209080322030f0000000009083000000000000000
9bfe303a         10500002000209080322030e0000000009083000000000000000
9bfe5001         0b08e5a0031902af00000000
9bfe5003         0b08e5a03000000000000000
9bfe5002         0b08e5a0061904000a00ff00
9bf93005         10500002000209080322f1990000000009083000000000000000
9bf93004         10500002000209080322f17f0000000009083000000000000000
9bf93007         10500002000209080322f10d0000000009083000000000000000
9bf93006         10500002000209080322f1b20000000009083000000000000000
9bf93001         10500002000209080322f1900000000009083000000000000000
9bf93003         10500002000209080322f1890000000009083000000000000000
9bf93002         10500002000209080322f1870000000009083000000000000000
9bf9300d         10500002000209080322f1000000000009083000000000000000
9bf9300c         10500002000209080322f1970000000009083000000000000000
9bf9300f         10500002000209080322f18b0000000009083000000000000000
9bf9300e         10500002000209080322f18a0000000009083000000000000000
9bf93009         10500002000209080322f1930000000009083000000000000000
9bf93008         10500002000209080322f1920000000009083000000000000000
9bf9300b         10500002000209080322f1950000000009083000000000000000
9bf9300a         10500002000209080322f1940000000009083000000000000000
9bf93015         1050000200020908032212000000000009083000000000000000
9bf93014         1050000200020908032220010000000009083000000000000000
9bf93017         1050000200020908032202010000000009083000000000000000
9bf93016         1050000200020908032223000000000009083000000000000000
9bf93011         1050000200020908032201100000000009083000000000000000
9bf93010         10500002000209080322f18c0000000009083000000000000000
9bf93013         1050000200020908032210010000000009083000000000000000
9bf93012         1050000200020908032214000000000009083000000000000000
9bf93019         1050000200020908032201000000000009083000000000000000
9bf93018         1050000200020908032202020000000009083000000000000000
9bf9301b         1050000200020908032202040000000009083000000000000000
9bf9301a         1050000200020908032202030000000009083000000000000000
9bf94101         0b08e4e0052ff08103000000
9bf94103         0b08e4e0042ff08100000000
9bf94102         0b08e4e0052ff08103010000
9bf94205         0b08e4e0042ff08300000000
9bf94204         0b08e4e0052ff08303030000
9bf94201         0b08e4e0052ff08303000000
9bf94203         0b08e4e0052ff08303020000
9bf94202         0b08e4e0052ff08303010000
9bf94305         0b08e4e0042ff08400000000
9bf94304         0b08e4e0052ff08403030000
9bf94301         0b08e4e0052ff08403000000
9bf94303         0b08e4e0052ff08403020000
9bf94302         0b08e4e0052ff08403010000
9bf94405         0b08e4e0042ff08500000000
9bf94404         0b08e4e0052ff08503030000
9bf94401         0b08e4e0052ff08503000000
9bf94403         0b08e4e0052ff08503020000
9bf94402         0b08e4e0052ff08503010000
9bf83005         10500002000209080322f1990000000009083000000000000000
9bf83004         10500002000209080322f17f0000000009083000000000000000
9bf83007         10500002000209080322f1000000000009083000000000000000
9bf83006         10500002000209080322f1860000000009083000000000000000
9bf83001         10500002000209080322f1900000000009083000000000000000
9bf83003         10500002000209080322f1890000000009083000000000000000
9bf83002         10500002000209080322f1870000000009083000000000000000
9bf8300d         1050000200020908032220000000000009083000000000000000
9bf8300c         1050000200020908032201100000000009083000000000000000
9bf8300f         1050000200020908032211010000000009083000000000000000
9bf8300e         1050000200020908032220010000000009083000000000000000
9bf83009         10500002000209080322f18c0000000009083000000000000000
9bf83008         10500002000209080322f10d0000000009083000000000000000
9bf8300b         1050000200020908032201000000000009083000000000000000
9bf8300a         10500002000209080322f1970000000009083000000000000000
9bf83015         1050000200020908032206000000000009083000000000000000
9bf83014         1050000200020908032214080000000009083000000000000000
9bf83011         1050000200020908032214000000000009083000000000000000
9bf83010         1050000200020908032210010000000009083000000000000000
9bf83013         1050000200020908032214070000000009083000000000000000
9bf83012         1050000200020908032214040000000009083000000000000000
9bf85001         0b08e280031902af00000000
9bf85003         0b08e2803000000000000000
9bf85002         0b08e280061904000a00ff00
9bfb3005         10500002000209080322f18a0000000009083000000000000000
9bfb3004         10500002000209080322f1990000000009083000000000000000
9bfb3007         10500002000209080322f18c0000000009083000000000000000
9bfb3006         10500002000209080322f18b0000000009083000000000000000
9bfb3001         10500002000209080322f1870000000009083000000000000000
9bfb3003         10500002000209080322f17f0000000009083000000000000000
9bfb3002         10500002000209080322f1890000000009083000000000000000
9bfb300d         1050000200020908032201000000000009083000000000000000
9bfb300c         1050000200020908032206030000000009083000000000000000
9bfb300f         1050000200020908032211000000000009083000000000000000
9bfb300e         1050000200020908032212000000000009083000000000000000
9bfb3009         10500002000209080322f1000000000009083000000000000000
9bfb3008         10500002000209080322f1970000000009083000000000000000
9bfb300b         1050000200020908032206000000000009083000000000000000
9bfb300a         10500002000209080322f10d0000000009083000000000000000
9bfb3015         1050000200020908032212050000000009083000000000000000
9bfb3014         1050000200020908032212040000000009083000000000000000
9bfb3017         1050000200020908032212070000000009083000000000000000
9bfb3016         1050000200020908032212060000000009083000000000000000
9bfb3011         1050000200020908032212010000000009083000000000000000
9bfb3010         1050000200020908032211010000000009083000000000000000
9bfb3013         1050000200020908032212030000000009083000000000000000
9bfb3012         1050000200020908032212020000000009083000000000000000
9bfb3019         1050000200020908032201010000000009083000000000000000
9bfb3018         1050000200020908032212080000000009083000000000000000
9bfb301b         1050000200020908032201100000000009083000000000000000
9bfb301a         1050000200020908032201020000000009083000000000000000
9bfa3005         10500002000209080322f18a0000000009083000000000000000
9bfa3004         10500002000209080322f10d0000000009083000000000000000
9bfa3007         10500002000209080322f1930000000009083000000000000000
9bfa3006         10500002000209080322f18c0000000009083000000000000000
9bfa3001         10500002000209080322f1870000000009083000000000000000
9bfa3003         10500002000209080322f17f0000000009083000000000000000
9bfa3002         10500002000209080322f1890000000009083000000000000000
9bfa300d         1050000200020908032211000000000009083000000000000000
9bfa300c         1050000200020908032210000000000009083000000000000000
9bfa300f         1050000200020908032211030000000009083000000000000000
9bfa300e         1050000200020908032211010000000009083000000000000000
9bfa3009         1050000200020908032201100000000009083000000000000000
9bfa3008         10500002000209080322f1950000000009083000000000000000
9bfa300b         1050000200020908032201010000000009083000000000000000
9bfa300a         1050000200020908032201000000000009083000000000000000
9bfa3015         1050000200020908032214010000000009083000000000000000
9bfa3014         1050000200020908032214000000000009083000000000000000
9bfa3017         1050000200020908032214030000000009083000000000000000
9bfa3016         1050000200020908032214020000000009083000000000000000
9bfa3011         1050000200020908032212010000000009083000000000000000
9bfa3010         1050000200020908032212000000000009083000000000000000
9bfa3013         1050000200020908032212050000000009083000000000000000
9bfa3012         1050000200020908032212020000000009083000000000000000
9bfa301d         1050000200020908032221010000000009083000000000000000
9bfa301c         1050000200020908032221000000000009083000000000000000
9bfa301f         1050000200020908032221030000000009083000000000000000
9bfa301e         1050000200020908032221020000000009083000000000000000
9bfa3019         1050000200020908032214050000000009083000000000000000
9bfa3018         1050000200020908032214040000000009083000000000000000
9bfa301b         1050000200020908032214070000000009083000000000000000
9bfa301a         1050000200020908032214060000000009083000000000000000
9bfa3021         1050000200020908032223010000000009083000000000000000
9bfa3020         1050000200020908032223000000000009083000000000000000
9bfa5801         0b08e500062ff084030f0000
9bfa5803         0b08e500042ff08400000000
9bfa5802         0b08e500062ff084030fff00
9bfa5901         0b08e500062ff08403100000
9bfa5903         0b08e500042ff08400000000
9bfa5902         0b08e500062ff0840310ff00
9bfa5a01         0b08e500062ff08403110000
9bfa5a03         0b08e500042ff08400000000
9bfa5a02         0b08e500062ff0840311ff00
9bfa5b01         0b08e500062ff08403130000
9bfa5b03         0b08e500042ff08400000000
9bfa5b02         0b08e500062ff0840313ff00
9bfa5c01         0b08e500062ff08403140000
9bfa5c03         0b08e500042ff08400000000
9bfa5c02         0b08e500062ff0840314ff00
9bfa5d01         0b08e500062ff08403150000
9bfa5d03         0b08e500042ff08400000000
9bfa5d02         0b08e500062ff0840315ff00
9bfa5e01         0b08e500062ff08403160000
9bfa5e03         0b08e500042ff08400000000
9bfa5e02         0b08e500062ff0840316ff00
9bfa5f01         0b08e500062ff08403170000
9bfa5f03         0b08e500042ff08400000000
9bfa5f02         0b08e500062ff0840317ff00
9bfa5001         0b08e500062ff08403030000
9bfa5003         0b08e500042ff08400000000
9bfa5002         0b08e500062ff0840303ff00
9bfa5101         0b08e500062ff08403040000
9bfa5103         0b08e500042ff08400000000
9bfa5102         0b08e500062ff0840304ff00
9bfa5201         0b08e500062ff08403060000
9bfa5203         0b08e500042ff08400000000
9bfa5202         0b08e500062ff0840306ff00
9bfa5301         0b08e500062ff084030a0000
9bfa5303         0b08e500042ff08400000000
9bfa5302         0b08e500062ff084030aff00
9bfa5401         0b08e500062ff084030b0000
9bfa5403         0b08e500042ff08400000000
9bfa5402         0b08e500062ff084030bff00
9bfa5501         0b08e500062ff084030c0000
9bfa5503         0b08e500042ff08400000000
9bfa5502         0b08e500062ff084030cff00
9bfa5601         0b08e500062ff084030d0000
9bfa5603         0b08e500042ff08400000000
9bfa5602         0b08e500062ff084030dff00
9bfa5701         0b08e500062ff084030e0000
9bfa5703         0b08e500042ff08400000000
9bfa5702         0b08e500062ff084030eff00
9bfa4805         0b08e500062ff08103020400
9bfa4804         0b08e500062ff08103020300
9bfa4806         0b08e500042ff08100000000
9bfa4801         0b08e500062ff08103020000
9bfa4803         0b08e500062ff08103020200
9bfa4802         0b08e500062ff08103020100
9bfa4905         0b08e500062ff08103030400
9bfa4904         0b08e500062ff08103030300
9bfa4906         0b08e500042ff08100000000
9bfa4901         0b08e500062ff08103030000
9bfa4903         0b08e500062ff08103030200
9bfa4902         0b08e500062ff08103030100
9bfa4a05         0b08e500062ff08103040400
9bfa4a04         0b08e500062ff08103040300
9bfa4a06         0b08e500042ff08100000000
9bfa4a01         0b08e500062ff08103040000
9bfa4a03         0b08e500062ff08103040200
9bfa4a02         0b08e500062ff08103040100
9bfa4b01         0b08e500062ff08303010000
9bfa4b03         0b08e500042ff08300000000
9bfa4b02         0b08e500062ff0830301ff00
9bfa4c01         0b08e500062ff08303020000
9bfa4c03         0b08e500042ff08300000000
9bfa4c02         0b08e500062ff0830302ff00
9bfa4d01         0b08e500062ff08303030000
9bfa4d03         0b08e500042ff08300000000
9bfa4d02         0b08e500062ff0830303ff00
9bfa4e01         0b08e500062ff08403010000
9bfa4e03         0b08e500042ff08400000000
9bfa4e02         0b08e500062ff0840301ff00
9bfa4f01         0b08e500062ff08403020000
9bfa4f03         0b08e500042ff08400000000
9bfa4f02         0b08e500062ff0840302ff00
9bfa4101         0b08e500062ff08003010000
9bfa4103         0b08e500042ff08000000000
9bfa4102         0b08e500062ff0800301ff00
9bfa4201         0b08e500062ff08003020000
9bfa4203         0b08e500042ff08000000000
9bfa4202         0b08e500062ff0800302ff00
9bfa4301         0b08e500062ff08003030000
9bfa4303         0b08e500042ff08000000000
9bfa4302         0b08e500062ff0800303ff00
9bfa4401         0b08e500062ff08003040000
9bfa4403         0b08e500042ff08000000000
9bfa4402         0b08e500062ff0800304ff00
9bfa4501         0b08e500062ff08003060000
9bfa4503         0b08e500042ff08000000000
9bfa4502         0b08e500062ff0800306ff00
9bfa4601         0b08e500062ff08003070000
9bfa4603         0b08e500042ff08000000000
9bfa4602         0b08e500062ff0800307ff00
9bfa4705         0b08e500062ff08103010400
9bfa4704         0b08e500062ff08103010300
9bfa4706         0b08e500042ff08100000000
9bfa4701         0b08e500062ff08103010000
9bfa4703         0b08e500062ff08103010200
9bfa4702         0b08e500062ff08103010100
9bfa6001         0b08e500062ff08403180000
9bfa6003         0b08e500042ff08400000000
9bfa6002         0b08e500062ff0840318ff00
9bfa6101         0b08e500062ff08403210000
9bfa6103         0b08e500042ff08400000000
9bfa6102         0b08e500062ff0840321ff00
9bfa6201         0b08e500062ff08403220000
9bfa6203         0b08e500042ff08400000000
9bfa6202         0b08e500062ff0840322ff00
9bfa6301         0b08e500062ff08403230000
9bfa6303         0b08e500042ff08400000000
9bfa6302         0b08e500062ff0840323ff00
9bfa6401         0b08e500062ff08403240000
9bfa6403         0b08e500042ff08400000000
9bfa6402         0b08e500062ff0840324ff00
9bfa6501         0b08e500062ff01003010000
9bfa6503         0b08e500042ff01000000000
9bfa6502         0b08e500062ff0100301ff00
9bfa6605         0b08e500062ff01003020400
9bfa6604         0b08e500062ff01003020300
9bfa6607         0b08e500062ff01003020600
9bfa6606         0b08e500062ff01003020500
9bfa6601         0b08e500062ff01003020000
9bfa6603         0b08e500062ff01003020200
9bfa6602         0b08e500062ff01003020100
9bfa6609         0b08e500042ff01000000000
9bfa6608         0b08e500062ff01003020700
9bfa6705         0b08e500042ff01000000000
9bfa6704         0b08e500062ff01003030400
9bfa6701         0b08e500062ff01003030100
9bfa6703         0b08e500062ff01003030300
9bfa6702         0b08e500062ff01003030200
9bc53005         10500002000209080322f1890000000009083000000000000000
9bc53004         10500002000209080322f17f0000000009083000000000000000
9bc53007         10500002000209080322f10d0000000009083000000000000000
9bc53006         10500002000209080322f1870000000009083000000000000000
9bc53001         10500002000209080322f1860000000009083000000000000000
9bc53003         10500002000209080322f18c0000000009083000000000000000
9bc53002         10500002000209080322f0800000000009083000000000000000
9bc5300d         1050000200020908032211000000000009083000000000000000
9bc5300c         1050000200020908032210010000000009083000000000000000
9bc5300f         1050000200020908032205000000000009083000000000000000
9bc5300e         1050000200020908032211010000000009083000000000000000
9bc53009         1050000200020908032211030000000009083000000000000000
9bc53008         1050000200020908032211020000000009083000000000000000
9bc5300b         1050000200020908032210000000000009083000000000000000
9bc5300a         1050000200020908032201000000000009083000000000000000
9bc53011         1050000200020908032211040000000009083000000000000000
9bc53010         1050000200020908032214000000000009083000000000000000
9bc43045         1050000200020908032223000000000009083000000000000000
9bc43044         1050000200020908032220000000000009083000000000000000
9bc43047         1050000200020908032201130000000009083000000000000000
9bc43046         1050000200020908032201120000000009083000000000000000
9bc43041         10500002000209080322031b0000000009083000000000000000
9bc43040         10500002000209080322031a0000000009083000000000000000
9bc43043         1050000200020908032220010000000009083000000000000000
9bc43042         1050000200020908032201040000000009083000000000000000
9bc4304d         1050000200020908032201190000000009083000000000000000
9bc4304c         1050000200020908032201180000000009083000000000000000
9bc4304f         1050000200020908032212090000000009083000000000000000
9bc4304e         10500002000209080322011a0000000009083000000000000000
9bc43049         1050000200020908032201150000000009083000000000000000
9bc43048         1050000200020908032201140000000009083000000000000000
9bc4304b         1050000200020908032201170000000009083000000000000000
9bc4304a         1050000200020908032201160000000009083000000000000000
9bc43050         10500002000209080322011e0000000009083000000000000000
9bc43005         10500002000209080322f1800000000009083000000000000000
9bc43004         10500002000209080322f17f0000000009083000000000000000
9bc43007         10500002000209080322f1840000000009083000000000000000
9bc43006         10500002000209080322f1810000000009083000000000000000
9bc43001         10500002000209080322f1000000000009083000000000000000
9bc43003         10500002000209080322f10d0000000009083000000000000000
9bc43002         10500002000209080322f1010000000009083000000000000000
9bc4300d         10500002000209080322f18e0000000009083000000000000000
9bc4300c         10500002000209080322f18c0000000009083000000000000000
9bc4300f         10500002000209080322f1920000000009083000000000000000
9bc4300e         10500002000209080322f1900000000009083000000000000000
9bc43009         10500002000209080322f1890000000009083000000000000000
9bc43008         10500002000209080322f1870000000009083000000000000000
9bc4300b         10500002000209080322f18b0000000009083000000000000000
9bc4300a         10500002000209080322f18a0000000009083000000000000000
9bc43015         10500002000209080322f1990000000009083000000000000000
9bc43014         10500002000209080322f1980000000009083000000000000000
9bc43017         10500002000209080322f1200000000009083000000000000000
9bc43016         10500002000209080322f19d0000000009083000000000000000
9bc43011         10500002000209080322f1940000000009083000000000000000
9bc43010         10500002000209080322f1930000000009083000000000000000
9bc43013         10500002000209080322f1970000000009083000000000000000
9bc43012         10500002000209080322f1950000000009083000000000000000
9bc4301d         10500002000209080322010f0000000009083000000000000000
9bc4301c         10500002000209080322010e0000000009083000000000000000
9bc4301f         10500002000209080322011b0000000009083000000000000000
9bc4301e         1050000200020908032201110000000009083000000000000000
9bc43019         10500002000209080322f18f0000000009083000000000000000
9bc43018         10500002000209080322f1220000000009083000000000000000
9bc4301b         10500002000209080322010d0000000009083000000000000000
9bc4301a         10500002000209080322f1020000000009083000000000000000
9bc43025         1050000200020908032202010000000009083000000000000000
9bc43024         1050000200020908032202000000000009083000000000000000
9bc43027         1050000200020908032221000000000009083000000000000000
9bc43026         1050000200020908032210000000000009083000000000000000
9bc43021         10500002000209080322011d0000000009083000000000000000
9bc43020         10500002000209080322011c0000000009083000000000000000
9bc43023         1050000200020908032201100000000009083000000000000000
9bc43022         10500002000209080322031c0000000009083000000000000000
9bc4302d         1050000200020908032212040000000009083000000000000000
9bc4302c         1050000200020908032212030000000009083000000000000000
9bc4302f         1050000200020908032212060000000009083000000000000000
9bc4302e         1050000200020908032212050000000009083000000000000000
9bc43029         1050000200020908032212010000000009083000000000000000
9bc43028         1050000200020908032212000000000009083000000000000000
9bc4302b         1050000200020908032212020000000009083000000000000000
9bc4302a         1050000200020908032211000000000009083000000000000000
9bc43035         10500002000209080322030f0000000009083000000000000000
9bc43034         10500002000209080322030e0000000009083000000000000000
9bc43037         1050000200020908032203110000000009083000000000000000
9bc43036         1050000200020908032203100000000009083000000000000000
9bc43031         1050000200020908032201010000000009083000000000000000
9bc43030         1050000200020908032201000000000009083000000000000000
9bc43033         10500002000209080322030d0000000009083000000000000000
9bc43032         1050000200020908032201020000000009083000000000000000
9bc4303d         1050000200020908032203170000000009083000000000000000
9bc4303c         1050000200020908032203160000000009083000000000000000
9bc4303f         1050000200020908032203190000000009083000000000000000
9bc4303e         1050000200020908032203180000000009083000000000000000
9bc43039         1050000200020908032203130000000009083000000000000000
9bc43038         1050000200020908032203120000000009083000000000000000
9bc4303b         1050000200020908032203150000000009083000000000000000
9bc4303a         1050000200020908032203140000000009083000000000000000
9bc73005         10500002000209080322f1800000000009083000000000000000
9bc73004         10500002000209080322f17f0000000009083000000000000000
9bc73007         10500002000209080322f1830000000009083000000000000000
9bc73006         10500002000209080322f1810000000009083000000000000000
9bc73001         10500002000209080322f1000000000009083000000000000000
9bc73003         10500002000209080322f10d0000000009083000000000000000
9bc73002         10500002000209080322f1010000000009083000000000000000
9bc7300d         10500002000209080322f18b0000000009083000000000000000
9bc7300c         10500002000209080322f18a0000000009083000000000000000
9bc7300f         10500002000209080322f18e0000000009083000000000000000
9bc7300e         10500002000209080322f18c0000000009083000000000000000
9bc73009         10500002000209080322f1860000000009083000000000000000
9bc73008         10500002000209080322f1840000000009083000000000000000
9bc7300b         10500002000209080322f1890000000009083000000000000000
9bc7300a         10500002000209080322f1870000000009083000000000000000
9bc73015         10500002000209080322f1990000000009083000000000000000
9bc73014         10500002000209080322f1980000000009083000000000000000
9bc73017         1050000200020908032203000000000009083000000000000000
9bc73016         10500002000209080322f1020000000009083000000000000000
9bc73011         10500002000209080322f1930000000009083000000000000000
9bc73010         10500002000209080322f1900000000009083000000000000000
9bc73013         10500002000209080322f1970000000009083000000000000000
9bc73012         10500002000209080322f1950000000009083000000000000000
9bc7301d         1050000200020908032203010000000009083000000000000000
9bc7301c         1050000200020908032214000000000009083000000000000000
9bc7301f         1050000200020908032210010000000009083000000000000000
9bc7301e         1050000200020908032210000000000009083000000000000000
9bc73019         1050000200020908032201100000000009083000000000000000
9bc73018         1050000200020908032201000000000009083000000000000000
9bc7301b         1050000200020908032202010000000009083000000000000000
9bc7301a         1050000200020908032202000000000009083000000000000000
9bc73021         1050000200020908032203020000000009083000000000000000
9bc73020         1050000200020908032206000000000009083000000000000000
9bc73022         1050000200020908032203030000000009083000000000000000
9bc76005         00e800072ef19d00000000
9bc76004         00e8000431031400
9bc76006         00e80003190201
9bc76001         00e8002f2e01003ff3fa76bd73affb3fbcdfa43fed4fdfbf8000000000000000000000427000003d4ccccdbdcccccc3f400000
9bc76003         00e8000431011400
9bc76002         00e800212e03000a0e460408e2000a0a0a1a1a14e5e5ecaf0000000000000000000000000000
9bc63005         10500002000209080322f1800000000009083000000000000000
9bc63004         10500002000209080322f17f0000000009083000000000000000
9bc63007         10500002000209080322f1840000000009083000000000000000
9bc63006         10500002000209080322f1810000000009083000000000000000
9bc63001         10500002000209080322f1000000000009083000000000000000
9bc63003         10500002000209080322f10d0000000009083000000000000000
9bc63002         10500002000209080322f1010000000009083000000000000000
9bc6300d         10500002000209080322f18c0000000009083000000000000000
9bc6300c         10500002000209080322f18b0000000009083000000000000000
9bc6300f         10500002000209080322f1900000000009083000000000000000
9bc6300e         10500002000209080322f18e0000000009083000000000000000
9bc63009         10500002000209080322f1870000000009083000000000000000
9bc63008         10500002000209080322f1860000000009083000000000000000
9bc6300b         10500002000209080322f18a0000000009083000000000000000
9bc6300a         10500002000209080322f1890000000009083000000000000000
9bc63015         10500002000209080322f1990000000009083000000000000000
9bc63014         10500002000209080322f1970000000009083000000000000000
9bc63017         1050000200020908032201100000000009083000000000000000
9bc63016         10500002000209080322f1b20000000009083000000000000000
9bc63011         10500002000209080322f1930000000009083000000000000000
9bc63010         10500002000209080322f1920000000009083000000000000000
9bc63013         10500002000209080322f1950000000009083000000000000000
9bc63012         10500002000209080322f1940000000009083000000000000000
9bc6301d         1050000200020908032201000000000009083000000000000000
9bc6301c         1050000200020908032204000000000009083000000000000000
9bc6301f         1050000200020908032204030000000009083000000000000000
9bc6301e         1050000200020908032204020000000009083000000000000000
9bc63019         1050000200020908032202000000000009083000000000000000
9bc63018         1050000200020908032201400000000009083000000000000000
9bc6301b         1050000200020908032210000000000009083000000000000000
9bc6301a         1050000200020908032202010000000009083000000000000000
9bc63025         10500002000209080322f1410000000009083000000000000000
9bc63024         1050000200020908032204060000000009083000000000000000
9bc63027         10500002000209080322f1430000000009083000000000000000
9bc63026         10500002000209080322f1420000000009083000000000000000
9bc63021         1050000200020908032204040000000009083000000000000000
9bc63020         1050000200020908032201040000000009083000000000000000
9bc63023         1050000200020908032204050000000009083000000000000000
9bc63022         1050000200020908032212000000000009083000000000000000
9bc63029         10500002000209080322f15e0000000009083000000000000000
9bc63028         10500002000209080322f1520000000009083000000000000000
9bc6302b         10500002000209080322f1690000000009083000000000000000
9bc6302a         10500002000209080322f1640000000009083000000000000000
9bc66001         00e7c0043101f002
9bc66003         00e7c003190201
9bc66002         00e7c00322fd19
