9bd01201         U101201 CAN通讯异常 
51002401         P2401 燃油蒸发排放系统泄漏检测泵控制电路低 
51002402         P2402 燃油蒸发排放系统泄漏检测泵控制电路高 
51002403         P2403 燃油蒸发排放系统泄漏检测泵感知电路/开路 
51002404         P2404 燃油蒸发排放系统泄漏检测泵感知电路范围/性能 
51002405         P2405 燃油蒸发排放系统泄漏检测泵感知电路低 
51002406         P2406 燃油蒸发排放系统泄漏检测泵感知电路高 
51002407         P2407 燃油蒸发排放系统泄漏检测泵感知电路间歇性故障/不稳定 
51002408         P2408 油箱盖传感器/开关电路 
51002409         P2409 油箱盖传感器/开关电路范围/性能 
5100240a         P240A 燃油蒸发排放系统泄漏侦测泵加热器控制电路/开路 
5100240b         P240B 燃油蒸发排放系统泄漏侦测泵加热器控制电路低 
5100240c         P240C 燃油蒸发排放系统泄漏侦测泵加热器控制电路高 
51002410         P2410 油箱盖传感器/开关电路低 
51002411         P2411 油箱盖传感器/开关电路高 
51002412         P2412 油箱盖传感器/开关电路间歇性故障/不稳定 
51002413         P2413 废气再循环系统性能 
51002414         P2414 氧传感器传感器排气样品错误 缸组 1, 传感器 1 
51002415         P2415 氧传感器传感器排气样品错误 缸组 2, 传感器 1 
51002416         P2416 氧气传感器信号交换 缸组 1 传感器 2/缸组 1, 传感器 3 
51002417         P2417 氧气传感器信号交换 缸组 2传感器 2/缸组 2, 传感器 3 
51002418         P2418 燃油蒸发排放控制系统开关阀控制电路/开路 
51002419         P2419 燃油蒸发排放控制系统开关阀控制电路低 
51002580         P2580 涡轮增压器速度传感器电路低 
51002581         P2581 涡轮增压器速度传感器电路高 
51002582         P2582 涡轮增压器速度传感器间歇性故障 
51002583         P2583 定速巡航控制前方距离范围传感器 
51002584         P2584 燃油添加剂控制模块请求故障指示灯照明 
51002585         P2585 燃油添加剂控制模块警告灯请求 
51002586         P2586 涡轮增压器增压控制位置传感器 B 电路 
51002587         P2587 涡轮增压器增压控制位置传感器 B 电路范围/性能 
51002588         P2588 涡轮增压器增压控制位置传感器 B 电路低 
51002589         P2589 涡轮增压器增压控制位置传感器 B 电路高 
5100258a         P258A 真空泵控制电路/开路 
5100258b         P258B 真空泵控制范围/性能 
5100258c         P258C 真空泵控制电路低 
5100258d         P258D 真空泵控制电路高 
5100258e         P258E 动力输出启动开关性能 
5100258f         P258F 扭矩管理请求输出信号 
51002590         P2590 涡轮增压器增压控制位置传感器 B 电路间歇性故障/不稳定 
51002591         P2591 定速巡航控制前方距离范围传感器 
51002592         P2592 定速巡航控制前方距离范围传感器 
51002560         P2560 发动机冷却液液位低 
51002561         P2561 空调控制模块请求故障指示灯照明 
51002562         P2562 涡轮增压器增压控制位置传感器 A 电路 
51002563         P2563 涡轮增压器增压控制位置传感器 A 电路范围/性能 
51002564         P2564 涡轮增压器增压控制位置传感器 A 电路低 
51002565         P2565 涡轮增压器增压控制位置传感器 A 电路高 
51002566         P2566 涡轮增压器增压控制位置传感器 A 电路间歇性故障/不稳定 
51002567         P2567 直接臭氧减少催化剂温度传感器电路 
51002568         P2568 直接臭氧减少催化剂温度传感器电路范围/性能 
51002569         P2569 直接臭氧减少催化剂温度传感器电路低 
5100256a         P256A 发动机怠速速度选择器传感器/开关电路/开路 
5100256b         P256B 发动机怠速速度选择器传感器/开关电路范围/性能 
5100256c         P256C 发动机怠速速度选择器传感器/开关电路低 
5100256d         P256D 发动机怠速速度选择器传感器/开关电路高 
5100256e         P256E 发动机怠速速度选择器传感器/开关电路间歇性故障/不稳定 
51002570         P2570 直接臭氧减少催化剂温度传感器电路高 
51002571         P2571 直接臭氧减少催化剂温度传感器电路间歇性故障/不稳定 
51002572         P2572 直接臭氧减少催化剂劣化传感器电路 
51002573         P2573 直接臭氧减少催化剂劣化传感器电路范围/性能 
51002574         P2574 直接臭氧减少催化剂劣化传感器电路低 
51002575         P2575 直接臭氧减少催化剂劣化传感器电路高 
51002576         P2576 直接臭氧减少催化剂劣化传感器电路间歇性故障/不稳定 
51002577         P2577 直接臭氧减少催化剂效率低于阈值 
51002578         P2578 涡轮增压器速度传感器电路 
51002579         P2579 涡轮增压器速度传感器电路范围/性能 
5100257a         P257A 真空罐控制电路开路 
5100257b         P257B 真空罐控制电路低 
5100257c         P257C 真空罐控制电路高 
5100257d         P257D 发动机罩开关电路范围/性能 
5100257e         P257E 发动机罩开关电路低 
5100257f         P257F 发动机罩开关电路高 
51002540         P2540 低压燃油系统传感器电路范围/性能 
51002541         P2541 低压燃油系统传感器电路低 
51002542         P2542 低压燃油系统传感器电路高 
51002543         P2543 低压燃油系统传感器电路间歇性故障 
51002544         P2544 扭矩管理请求输入信号 A 
51002545         P2545 扭矩管理请求输入信号 A 范围/性能 
51002546         P2546 扭矩管理请求输入信号 A 低 
51002547         P2547 扭矩管理请求输入信号 A 高 
51002548         P2548 扭矩管理请求输入信号 B 
51002549         P2549 扭矩管理请求输入信号 B 范围/性能 
5100254a         P254A 动力输出速度选择器传感器/开关 1 电路/开路 
5100254b         P254B 动力输出速度选择器传感器/开关 1 电路范围/性能 
5100254c         P254C 动力输出速度选择器传感器/开关 1 电路低 
5100254d         P254D 动力输出速度选择器传感器/开关 1 电路高 
5100254e         P254E 动力输出速度选择器传感器/开关 1 电路间歇性故障/不稳定 
5100254f         P254F 发动机罩开关电路 
51002550         P2550 扭矩管理请求输入信号 B 低 
51002551         P2551 扭矩管理请求输入信号 B 高 
51002552         P2552 节气门/燃油禁止电路 
51002553         P2553 节气门/燃油禁止电路范围/性能 
51002554         P2554 节气门/燃油禁止电路低 
51002555         P2555 节气门/燃油禁止电路高 
51002556         P2556 发动机冷却液液位传感器/开关电路 
51002557         P2557 发动机冷却液液位传感器/开关电路范围/性能 
51002558         P2558 发动机冷却液液位传感器/开关电路低 
51002559         P2559 发动机冷却液液位传感器/开关电路高 
5100255a         P255A 动力输出速度选择器传感器/开关 2 电路/开路 
5100255b         P255B 动力输出速度选择器传感器/开关 2 电路范围/性能 
5100255c         P255C 动力输出速度选择器传感器/开关 2 电路低 
5100255d         P255D 动力输出速度选择器传感器/开关 2 电路高 
5100255e         P255E 动力输出速度选择器传感器/开关 2 电路间歇性故障/不稳定 
51002520         P2520 空调请求 A 电路低 
51002521         P2521 空调请求 A 电路高 
51002522         P2522 空调请求 B 电路 
51002523         P2523 空调请求 B 电路低 
51002524         P2524 空调请求 B 电路高 
51002525         P2525 真空罐压力传感器电路 
51002526         P2526 真空罐压力传感器电路范围/性能 
51002527         P2527 真空罐压力传感器电路低 
51002528         P2528 真空罐压力传感器电路高 
51002529         P2529 真空罐压力传感器电路间歇性故障 
5100252a         P252A 发动机机油质量传感器电路 
5100252b         P252B 发动机机油质量传感器电路范围/性能 
5100252c         P252C 发动机机油质量传感器电路低 
5100252d         P252D 发动机机油质量传感器电路高 
5100252e         P252E 发动机机油质量传感器电路间歇性故障/不稳定 
5100252f         P252F 发动机机油液位过高 
51002530         P2530 点火开关运行位置电路 
51002531         P2531 点火开关运行位置电路低 
51002532         P2532 点火开关运行位置电路高 
51002533         P2533 点火开关运行/启动位置电路 
51002534         P2534 点火开关运行/启动位置电路低 
51002535         P2535 点火开关运行/启动位置电路高 
51002536         P2536 点火开关附件位置电路 
51002537         P2537 点火开关附件位置电路低 
51002538         P2538 点火开关附件位置电路高 
51002539         P2539 低压燃油系统传感器电路 
5100253a         P253A 动力输出感知电路/开路 
5100253b         P253B 动力输出感知电路范围/性能 
5100253c         P253C 动力输出感知电路低 
5100253d         P253D 动力输出感知电路高 
5100253e         P253E 动力输出感知电路间歇性故障/不稳定 
5100253f         P253F 发动机机油劣化 
51002500         P2500 发电机指示灯/L 端子电路低 
51002501         P2501 发电机指示灯/L 端子电路高 
51002502         P2502 充电系统电压 
51002503         P2503 充电系统电压低 
51002504         P2504 充电系统电压高 
51002505         P2505 发动机控制模块/动力系统控制模块动力输入信号 
51002506         P2506 发动机控制模块/动力系统控制模块动力输入信号范围/性能 
51002507         P2507 发动机控制模块/动力系统控制模块动力输入信号低 
51002508         P2508 发动机控制模块/动力系统控制模块动力输入信号高 
51002509         P2509 发动机控制模块/动力系统控制模块动力输入信号间歇性故障 
5100250a         P250A 发动机机油液位传感器电路 
5100250b         P250B 发动机机油液位传感器电路范围/性能 
5100250c         P250C 发动机机油液位传感器电路低 
5100250d         P250D 发动机机油液位传感器电路高 
5100250e         P250E 发动机机油液位传感器电路间歇性故障/不稳定 
5100250f         P250F 发动机机油液位过低 
51002510         P2510 发动机控制模块/动力系统控制模块电源继电器感知电路范围/性能 
51002511         P2511 发动机控制模块/动力系统控制模块电源继电器感知电路间歇性故障 
51002512         P2512 事件数据记录器请求电路/开路 
51002513         P2513 事件数据记录器请求电路低 
51002514         P2514 事件数据记录器请求电路高 
51002515         P2515 空调制冷剂压力传感器 B 电路 
51002516         P2516 空调制冷剂压力传感器 B 电路范围/性能 
51002517         P2517 空调制冷剂压力传感器 B 电路低 
51002518         P2518 空调制冷剂压力传感器 B 电路高 
51002519         P2519 空调请求 A 电路 
5100251a         P251A 动力输出启动开关电路/开路 
5100251b         P251B 动力输出启动开关电路低 
5100251c         P251C 动力输出启动开关电路高 
5100251d         P251D 动力输出发动机关闭电路/开路 
5100251e         P251E 动力输出发动机关闭电路低 
5100251f         P251F 动力输出发动机关闭电路高 
51003480         P3480 气缸 10 排气阀控制电路高 
51003481         P3481 气缸 11 停缸系统/进气阀控制电路/开路 
51003482         P3482 气缸 11 停缸系统/进气阀控制电路性能 
51003483         P3483 气缸 11 停缸系统/进气阀控制电路低 
51003484         P3484 气缸 11 停缸系统/进气阀控制电路高 
51003485         P3485 气缸 11 排气阀控制电路/开路 
51003486         P3486 气缸 11 排气阀控制电路性能 
51003487         P3487 气缸 11 排气阀控制电路低 
51003488         P3488 气缸 11 排气阀控制电路高 
51003489         P3489 气缸 12 停缸系统/进气阀控制电路/开路 
51003490         P3490 气缸 12 停缸系统/进气阀控制电路性能 
51003491         P3491 气缸 12 停缸系统/进气阀控制电路低 
51003492         P3492 气缸 12 停缸系统/进气阀控制电路高 
51003493         P3493 气缸 12 排气阀控制电路/开路 
51003494         P3494 气缸 12 排气阀控制电路性能 
51003495         P3495 气缸 12 排气阀控制电路低 
51003496         P3496 气缸 12 排气阀控制电路高 
51003497         P3497 气缸停缸系统 缸组 2 
51003460         P3460 气缸 8 停缸系统/进气阀控制电路高 
51003461         P3461 气缸 8 排气阀控制电路/开路 
51003462         P3462 气缸 8 排气阀控制电路性能 
51003463         P3463 气缸 8 排气阀控制电路低 
51003464         P3464 气缸 8 排气阀控制电路高 
51003465         P3465 气缸 9 停缸系统/进气阀控制电路/开路 
51003466         P3466 气缸 9 停缸系统/进气阀控制电路性能 
51003467         P3467 气缸 9 停缸系统/进气阀控制电路低 
51003468         P3468 气缸 9 停缸系统/进气阀控制电路高 
51003469         P3469 气缸 9 排气阀控制电路/开路 
51003470         P3470 气缸 9 排气阀控制电路性能 
51003471         P3471 气缸 9 排气阀控制电路低 
51003472         P3472 气缸 9 排气阀控制电路高 
51003473         P3473 气缸 10 停缸系统/进气阀控制电路/开路 
51003474         P3474 气缸 10 停缸系统/进气阀控制电路性能 
51003475         P3475 气缸 10 停缸系统/进气阀控制电路低 
51003476         P3476 气缸 10 停缸系统/进气阀控制电路高 
51003477         P3477 气缸 10 排气阀控制电路/开路 
51003478         P3478 气缸 10 排气阀控制电路性能 
51003479         P3479 气缸 10 排气阀控制电路低 
51003440         P3440 气缸 5 排气阀控制电路高 
51003441         P3441 气缸 6 停缸系统/进气阀控制电路/开路 
51003442         P3442 气缸 6 停缸系统/进气阀控制电路性能 
51003443         P3443 气缸 6 停缸系统/进气阀控制电路低 
51003444         P3444 气缸 6 停缸系统/进气阀控制电路高 
51003445         P3445 气缸 6 排气阀控制电路/开路 
51003446         P3446 气缸 6 排气阀控制电路性能 
51003447         P3447 气缸 6 排气阀控制电路低 
51003448         P3448 气缸 6 排气阀控制电路高 
51003449         P3449 气缸 7 停缸系统/进气阀控制电路/开路 
51003450         P3450 气缸 7 停缸系统/进气阀控制电路性能 
51003451         P3451 气缸 7 停缸系统/进气阀控制电路低 
51003452         P3452 气缸 7 停缸系统/进气阀控制电路高 
51003453         P3453 气缸 7 排气阀控制电路/开路 
51003454         P3454 气缸 7 排气阀控制电路性能 
51003455         P3455 气缸 7 排气阀控制电路低 
51003456         P3456 气缸 7 排气阀控制电路高 
51003457         P3457 气缸 8 停缸系统/进气阀控制电路/开路 
51003458         P3458 气缸 8 停缸系统/进气阀控制电路性能 
51003459         P3459 气缸 8 停缸系统/进气阀控制电路低 
51003420         P3420 气缸 3 停缸系统/进气阀控制电路高 
51003421         P3421 气缸 3 排气阀控制电路/开路 
51003422         P3422 气缸 3 排气阀控制电路性能 
51003423         P3423 气缸 3 排气阀控制电路低 
51003424         P3424 气缸 3 排气阀控制电路高 
51003425         P3425 气缸 4 停缸系统/进气阀控制电路/开路 
51003426         P3426 气缸 4 停缸系统/进气阀控制电路性能 
51003427         P3427 气缸 4 停缸系统/进气阀控制电路低 
51003428         P3428 气缸 4 停缸系统/进气阀控制电路高 
51003429         P3429 气缸 4 排气阀控制电路/开路 
51003430         P3430 气缸 4 排气阀控制电路性能 
51003431         P3431 气缸 4 排气阀控制电路低 
51003432         P3432 气缸 4 排气阀控制电路高 
51003433         P3433 气缸 5 停缸系统/进气阀控制电路/开路 
51003434         P3434 气缸 5 停缸系统/进气阀控制电路性能 
51003435         P3435 气缸 5 停缸系统/进气阀控制电路低 
51003436         P3436 气缸 5 停缸系统/进气阀控制电路高 
51003437         P3437 气缸 5 排气阀控制电路/开路 
51003438         P3438 气缸 5 排气阀控制电路性能 
51003439         P3439 气缸 5 排气阀控制电路低 
51003400         P3400 气缸停缸系统 缸组 1 
51003401         P3401 气缸 1 停缸系统/进气阀控制电路/开路 
51003402         P3402 气缸 1 停缸系统/进气阀控制电路性能 
51003403         P3403 气缸 1 停缸系统/进气阀控制电路低 
51003404         P3404 气缸 1 停缸系统/进气阀控制电路高 
51003405         P3405 气缸 1 排气阀控制电路/开路 
51003406         P3406 气缸 1 排气阀控制电路性能 
51003407         P3407 气缸 1 排气阀控制电路低 
51003408         P3408 气缸 1 排气阀控制电路高 
51003409         P3409 气缸 2 停缸系统/进气阀控制电路/开路 
51003410         P3410 气缸 2 停缸系统/进气阀控制电路性能 
51003411         P3411 气缸 2 停缸系统/进气阀控制电路低 
51003412         P3412 气缸 2 停缸系统/进气阀控制电路高 
51003413         P3413 气缸 2 排气阀控制电路/开路 
51003414         P3414 气缸 2 排气阀控制电路性能 
51003415         P3415 气缸 2 排气阀控制电路低 
51003416         P3416 气缸 2 排气阀控制电路高 
51003417         P3417 气缸 3 停缸系统/进气阀控制电路/开路 
51003418         P3418 气缸 3 停缸系统/进气阀控制电路性能 
51003419         P3419 气缸 3 停缸系统/进气阀控制电路低 
51004081         C0081 ABS 故障指示灯 
51004082         C0082 制动系统故障指示灯 
51004083         C0083 胎压监测故障指示灯 
51004084         C0084 牵引力控制运行指示灯 
51004085         C0085 牵引力控制禁用指示灯 
51004086         C0086 车辆动态指示灯 
51004089         C0089 牵引力控制系统禁用开关 
5100408a         C008A 牵引力控制系统模式控制 
51004061         C0061 横向加速度传感器 
51004062         C0062 纵向加速度传感器 
51004063         C0063 偏航率传感器 
51004064         C0064 滚转率传感器 
51004069         C0069 偏航率/纵向传感器 
5100406a         C006A 多轴加速度传感器 
5100406b         C006B 稳定系统运行太长 
5100406c         C006C 稳定系统 
51004071         C0071 2/4 轮驱动状态输入 
51004072         C0072 制动温度过高 
51004073         C0073 传递的驱动扭矩 
51004074         C0074 请求的驱动扭矩 
51004075         C0075 延长的制动踏板行程, 输出至动力总成模块 (PCM) 
51004076         C0076 牵引力控制的脉宽调制 
51004077         C0077 轮胎压力低 
51004078         C0078 轮胎直径 
51004079         C0079 可变作用力转向 
51004040         C0040 制动踏板开关 A 
51004041         C0041 制动踏板开关 B 
51004042         C0042 制动踏板位置传感器电路 A 
51004043         C0043 制动踏板位置传感器电路 B 
51004044         C0044 制动压力传感器 A 
51004045         C0045 制动压力传感器 B 
51004046         C0046 制动压力传感器 A/B 
51004047         C0047 制动助力器压力传感器 
51004048         C0048 制动助力器行程传感器 
51004049         C0049 制动液 
5100404a         C004A 制动片磨损传感器 
51004051         C0051 方向盘位置传感器 
51004052         C0052 方向盘位置传感器信号 A 
51004053         C0053 方向盘位置传感器信号 B 
51004054         C0054 方向盘位置传感器信号 C 
51004055         C0055 方向盘位置传感器信号 D 
51004020         C0020 ABS 泵电机控制 
51004021         C0021 制动助力器性能 
51004022         C0022 制动助力器电磁阀 
51004023         C0023 停止灯控制 
51004030         C0030 左前音轮 
51004031         C0031 左前轮速度传感器 
51004032         C0032 左前轮速度传感器电源 
51004033         C0033 右前音轮 
51004034         C0034 右前轮速度传感器 
51004035         C0035 右前轮速度传感器电源 
51004036         C0036 左后音轮 
51004037         C0037 左后轮速度传感器 
51004038         C0038 左后轮速度传感器电源 
51004039         C0039 右后音轮 
5100403a         C003A 右后轮速度传感器 
5100403b         C003B 右后轮速度传感器电源 
5100403c         C003C 后音轮 
5100403d         C003D 后轮速度传感器 
5100403e         C003E 后轮速度传感器电源 
51004001         C0001 牵引力控制系统控制通道 A 阀 1 
51004002         C0002 牵引力控制系统控制通道 A 阀 2 
51004003         C0003 牵引力控制系统控制通道 B 阀 1 
51004004         C0004 牵引力控制系统控制通道 B 阀 2 
51004010         C0010 左前入口控制 
51004011         C0011 左前出口控制 
51004012         C0012 左前液压释放过长 
51004014         C0014 右前入口控制 
51004015         C0015 右前出口控制 
51004016         C0016 右前液压释放过长 
51004018         C0018 左后入口控制 
51004019         C0019 左后出口控制 
5100401a         C001A 左后液压释放过长 
5100401c         C001C 右后入口控制 
5100401d         C001D 右后出口控制 
5100401e         C001E 右后液压释放过长 
510080c0         B00C0 乘客座椅乘员分类传感器 A 
510080c1         B00C1 乘客座椅乘员分类传感器 B 
510080c2         B00C2 乘客座椅乘员分类传感器 C 
510080c3         B00C3 乘客座椅乘员分类传感器 D 
510080c4         B00C4 乘客座椅乘员分类传感器 E 
510080c5         B00C5 乘客座椅导轨位置限制器传感器 
510080c6         B00C6 乘客座座椅斜倚位置限制器传感器 
510080c7         B00C7 乘客座椅乘员位置传感器 A 
510080c8         B00C8 乘客座椅乘员位置传感器 B 
510080c9         B00C9 乘客座椅乘员位置传感器 C 
510080ca         B00CA 乘客座椅乘员位置传感器 D 
510080cb         B00CB 乘客座椅乘员位置传感器 E 
510080d0         B00D0 驾驶员座椅安全带指示灯 
510080d1         B00D1 乘客座椅安全带指示灯 
510080d2         B00D2 乘员保护系统故障指示灯 1 
510080d3         B00D3 乘员保护系统故障指示灯 2 
510080d4         B00D4 乘员保护系统故障声响指示灯 
510080d5         B00D5 乘员保护系统乘客座禁用指示灯 
510080df         B00DF 乘客座乘员保护系统禁用开关 
510080a0         B00A0 乘员分类系统 
510080a1         B00A1 乘员位置系统 
510080b0         B00B0 驾驶员座椅乘员分类传感器 A 
510080b1         B00B1 驾驶员座椅乘员分类传感器 B 
510080b2         B00B2 驾驶员座椅乘员分类传感器 C 
510080b3         B00B3 驾驶员座椅乘员分类传感器 D 
510080b4         B00B4 驾驶员座椅乘员分类传感器 E 
510080b5         B00B5 驾驶员座椅导轨位置限制器传感器 
510080b6         B00B6 驾驶员座椅斜倚位置限制器传感器 
510080b7         B00B7 驾驶员座椅乘员位置传感器 A 
510080b8         B00B8 驾驶员座椅乘员位置传感器 B 
510080b9         B00B9 驾驶员座椅乘员位置传感器 C 
510080ba         B00BA 驾驶员座椅乘员位置传感器 D 
510080bb         B00BB 驾驶员座椅乘员位置传感器 E 
51008080         B0080 驾驶员座椅安全带负载限制器展开控制 
51008081         B0081 第 1 排座椅安全带中央负载限制器展开控制 
51008082         B0082 乘客座椅安全带负载限制器展开控制 
51008083         B0083 第 2 排左侧座椅安全带负载限制器展开控制 
51008084         B0084 第 2 排座椅安全带中央负载限制器展开控制 
51008085         B0085 第 2 排右侧座椅安全带负载限制器展开控制 
51008086         B0086 第 3 排左侧座椅安全带负载限制器展开控制 
51008087         B0087 第 3 排座椅安全带中央负载限制器展开控制 
51008088         B0088 第 3 排右侧座椅安全带负载限制器展开控制 
51008090         B0090 左侧正面乘员保护系统传感器 
51008091         B0091 左侧侧面乘员保护系统传感器 1 
51008092         B0092 左侧侧面乘员保护系统传感器 2 
51008093         B0093 左侧侧面乘员保护系统传感器 3 
51008094         B0094 中央正面乘员保护系统传感器 
51008095         B0095 右侧正面乘员保护系统传感器 
51008096         B0096 右侧侧面乘员保护系统传感器 1 
51008097         B0097 右侧侧面乘员保护系统传感器 2 
51008098         B0098 右侧侧面乘员保护系统传感器 3 
51008099         B0099 翻滚传感器 
51008060         B0060 驾驶员座椅安全带张力传感器 
51008061         B0061 乘客座椅安全带张力传感器 
51008070         B0070 驾驶员座椅安全带预紧器展开控制 
51008071         B0071 第 1 排座椅安全带中央预紧器展开控制 
51008072         B0072 乘客座椅安全带预紧器展开控制 
51008073         B0073 第 2 排左侧座椅安全带预紧器展开控制 
51008074         B0074 第 2 排座椅安全带中央预紧器展开控制 
51008075         B0075 第 2 排右侧座椅安全带预紧器展开控制 
51008076         B0076 第 3 排左侧座椅安全带预紧器展开控制 
51008077         B0077 第 3 排座椅安全带中央预紧器展开控制 
51008078         B0078 第 3 排右侧座椅安全带预紧器展开控制 
51008079         B0079 驾驶员座椅安全带预紧器 B 展开控制 
5100807a         B007A 乘客座椅安全带预紧器 B 展开控制 
51008040         B0040 第 3 排左侧安全气囊展开控制 
51008041         B0041 第 3 排左侧正面 (安全气囊) 第 1 阶段展开控制 
51008042         B0042 第 3 排左侧正面 (安全气囊) 第 2 阶段展开控制 
51008043         B0043 第 3 排左侧正面 (安全气囊) 第 3 阶段展开控制 
51008048         B0048 第 3 排右侧安全气囊展开控制 
51008049         B0049 第 3 排右侧正面 (安全气囊) 第 1 阶段展开控制 
5100804a         B004A 第 3 排右侧正面 (安全气囊) 第 2 阶段展开控制 
5100804b         B004B 第 3 排右侧正面 (安全气囊) 第 3 阶段展开控制 
51008050         B0050 驾驶员安全带传感器 
51008051         B0051 第 1 排座椅安全带中央传感器 
51008052         B0052 乘客座椅安全带传感器 
51008053         B0053 第 2 排左侧座椅安全带传感器 
51008054         B0054 第 2 排座椅安全带中央传感器 
51008055         B0055 第 2 排右侧座椅安全带传感器 
51008056         B0056 第 3 排左侧座椅安全带传感器 
51008057         B0057 第 3 排座椅安全带中央传感器 
51008058         B0058 第 3 排右侧座椅安全带传感器 
51008020         B0020 左侧安全气囊展开控制 
51008021         B0021 左侧气帘展开控制 1 
51008022         B0022 左侧气帘展开控制 2 
51008028         B0028 右侧安全气囊展开控制 
51008029         B0029 右侧气帘展开控制 1 
5100802a         B002A 右侧气帘展开控制 2 
51008030         B0030 第 2 排左侧安全气囊展开控制 
51008031         B0031 第 2 排左侧正面 (安全气囊) 第 1 阶段展开控制 
51008032         B0032 第 2 排左侧正面 (安全气囊) 第 2 阶段展开控制 
51008033         B0033 第 2 排左侧正面 (安全气囊) 第 3 阶段展开控制 
51008038         B0038 第 2 排右侧安全气囊展开控制 
51008039         B0039 第 2 排右侧正面 (安全气囊) 第 1 阶段展开控制 
5100803a         B003A 第 2 排右侧正面 (安全气囊) 第 2 阶段展开控制 
5100803b         B003B 第 2 排右侧正面 (安全气囊) 第 3 阶段展开控制 
51008001         B0001 驾驶员正面 (安全气囊) 第 1 阶段展开控制 
51008002         B0002 驾驶员正面 (安全气囊) 第 2 阶段展开控制 
51008003         B0003 驾驶员正面 (安全气囊) 第 3 阶段展开控制 
51008004         B0004 驾驶员膝垫展开控制 
51008005         B0005 可溃式转向柱展开控制 
51008010         B0010 乘客正面 (安全气囊) 第 1 阶段展开控制 
51008011         B0011 乘客正面 (安全气囊) 第 2 阶段展开控制 
51008012         B0012 乘客正面 (安全气囊) 第 3 阶段展开控制 
51008013         B0013 乘客膝垫展开控制 
5100c286         U0286 与散热器防干扰装置失去通信 
5100c287         U0287 与变速器液泵模块失去通信 
5100c288         U0288 与直流转交流换流器控制模块 'A' 失去通信 
5100c289         U0289 与直流转交流换流器控制模块 'B' 失去通信 
5100c291         U0291 与换挡模块 B 失去通信 
5100c292         U0292 与驱动电机控制模块 B 失去通信 
5100c293         U0293 与混合动力总成控制模块失去通信 
5100c294         U0294 与动力总成控制监测模块失去通信 
5100c295         U0295 与交流转交流换流器控制模块失去通信 
5100c296         U0296 与交流转直流换流器控制模块 A 失去通信 
5100c297         U0297 与交流转直流换流器控制模块 B 失去通信 
5100c298         U0298 与直流换直流换流器控制模块 A 失去通信 
5100c299         U0299 与直流转直流换流器控制模块 B 失去通信 
5100c29a         U029A 与混合动力电池组传感器模块失去通信 
5100c29b         U029B 与驱动电机控制模块 'C' 失去通信 
5100c29c         U029C 与驱动电机控制模块 'D' 失去通信 
5100c29d         U029D 与氮氧化合物传感器 'A' 失去通信 
5100c29e         U029E 与氮氧化合物传感器 'B' 失去通信 
5100c260         U0260 与座椅控制开关模块 'A' 失去通信 
5100c261         U0261 与座椅控制开关模块 'B' 失去通信 
5100c262         U0262 与音频放大器 'B' 失去通信 
5100c263         U0263 与语言识别模块失去通信 
5100c264         U0264 与后摄像头模块失去通信 
5100c240         U0240 与诱捕控制模块 B 失去通信 
5100c241         U0241 与大灯控制模块 A 失去通信 
5100c242         U0242 与大灯控制模块 B 失去通信 
5100c243         U0243 与驻车辅助控制模块 B 失去通信 
5100c244         U0244 与脚踏板控制模块 A 失去通信 
5100c245         U0245 与前部娱乐控制模块失去通信 
5100c246         U0246 与座椅控制模块 E 失去通信 
5100c247         U0247 与座椅控制模块 F 失去通信 
5100c248         U0248 与遥控附件模块失去通信 
5100c249         U0249 与后部 B 娱乐控制模块失去通信 
5100c24a         U024A 与内部照明控制模块失去通信 
5100c250         U0250 与撞击分类系统模块失去通信 
5100c251         U0251 与脚踏板控制模块 B 失去通信 
5100c252         U0252 与后部 B 照明控制模块失去通信 
5100c253         U0253 与辅助通讯协议界面模块失去通信 
5100c254         U0254 与遥控启动模块失去通信 
5100c255         U0255 与前显示界面模块失去通信 
5100c256         U0256 与前控制界面模块 'A' 失去通信 
5100c257         U0257 与前控制/显示界面模块失去通信 
5100c258         U0258 与无线电收发机失去通信 
5100c259         U0259 与特殊用途车辆控制模块 'A' 失去通信 
5100c25a         U025A 与特殊用途车辆控制模块 'B' 失去通信 
5100c25b         U025B 与特殊用途车辆控制模块 'C' 失去通信 
5100c25c         U025C 与特殊用途车辆控制模块 'D' 失去通信 
5100c25d         U025D 与前控制界面模块 'B' 失去通信 
5100c220         U0220 与车门开关 F 失去通信 
5100c221         U0221 与车门开关 G 失去通信 
5100c222         U0222 与车门车窗电机 A 失去通信 
5100c223         U0223 与车门车窗电机 B 失去通信 
5100c224         U0224 与车门车窗电机 C 失去通信 
5100c225         U0225 与车门车窗电机 D 失去通信 
5100c226         U0226 与车门车窗电机 E 失去通信 
5100c227         U0227 与车门车窗电机 F 失去通信 
5100c228         U0228 与车门车窗电机 G 失去通信 
5100c229         U0229 与加热方向盘模块失去通信 
5100c230         U0230 与后板控制模块失去通信 
5100c231         U0231 与雨量感知模块失去通信 
5100c232         U0232 与左侧侧面障碍物探测控制模块失去通信 
5100c233         U0233 与右侧侧面障碍物探测控制模块失去通信 
5100c234         U0234 与便利召回模块失去通信 
5100c235         U0235 与巡航控制前方距离范围传感器失去通信 
5100c236         U0236 与转向柱锁模块失去通信 
5100c237         U0237 与数字音频控制模块 C 失去通信 
5100c238         U0238 与数字音频控制模块 D 失去通信 
5100c239         U0239 与诱捕控制模块 A 失去通信 
5100c23a         U023A 与图像处理模块 A 失去通信 
